Mod:Item:MetaData, Localized Name
gregtech:gt.blockmachines:237, gt.blockmachines.basicmachine.canner.tier.07.name
gregtech:gt.blockmachines:238, gt.blockmachines.basicmachine.canner.tier.08.name
gregtech:gt.blockmachines:241, gt.blockmachines.basicmachine.compressor.tier.01.name
gregtech:gt.blockmachines:242, gt.blockmachines.basicmachine.compressor.tier.02.name
gregtech:gt.blockmachines:243, gt.blockmachines.basicmachine.compressor.tier.03.name
gregtech:gt.blockmachines:244, gt.blockmachines.basicmachine.compressor.tier.04.name
gregtech:gt.blockmachines:245, gt.blockmachines.basicmachine.compressor.tier.05.name
gregtech:gt.blockmachines:246, gt.blockmachines.basicmachine.compressor.tier.06.name
gregtech:gt.blockmachines:247, gt.blockmachines.basicmachine.compressor.tier.07.name
gregtech:gt.blockmachines:248, gt.blockmachines.basicmachine.compressor.tier.08.name
gregtech:gt.blockmachines:251, gt.blockmachines.basicmachine.cutter.tier.01.name
gregtech:gt.blockmachines:252, gt.blockmachines.basicmachine.cutter.tier.02.name
gregtech:gt.blockmachines:253, gt.blockmachines.basicmachine.cutter.tier.03.name
gregtech:gt.blockmachines:254, gt.blockmachines.basicmachine.cutter.tier.04.name
gregtech:gt.blockmachines:255, gt.blockmachines.basicmachine.cutter.tier.05.name
gregtech:gt.blockmachines:256, gt.blockmachines.basicmachine.cutter.tier.06.name
gregtech:gt.blockmachines:257, gt.blockmachines.basicmachine.cutter.tier.07.name
gregtech:gt.blockmachines:258, gt.blockmachines.basicmachine.cutter.tier.08.name
gregtech:gt.blockmachines:261, gt.blockmachines.basicmachine.e_furnace.tier.01.name
gregtech:gt.blockmachines:262, gt.blockmachines.basicmachine.e_furnace.tier.02.name
gregtech:gt.blockmachines:263, gt.blockmachines.basicmachine.e_furnace.tier.03.name
gregtech:gt.blockmachines:264, gt.blockmachines.basicmachine.e_furnace.tier.04.name
gregtech:gt.blockmachines:265, gt.blockmachines.basicmachine.e_furnace.tier.05.name
gregtech:gt.blockmachines:266, gt.blockmachines.basicmachine.e_furnace.tier.06.name
gregtech:gt.blockmachines:267, gt.blockmachines.basicmachine.e_furnace.tier.07.name
gregtech:gt.blockmachines:268, gt.blockmachines.basicmachine.e_furnace.tier.08.name
gregtech:gt.blockmachines:271, gt.blockmachines.basicmachine.extractor.tier.01.name
gregtech:gt.blockmachines:272, gt.blockmachines.basicmachine.extractor.tier.02.name
gregtech:gt.blockmachines:273, gt.blockmachines.basicmachine.extractor.tier.03.name
gregtech:gt.blockmachines:274, gt.blockmachines.basicmachine.extractor.tier.04.name
gregtech:gt.blockmachines:275, gt.blockmachines.basicmachine.extractor.tier.05.name
gregtech:gt.blockmachines:276, gt.blockmachines.basicmachine.extractor.tier.06.name
gregtech:gt.blockmachines:277, gt.blockmachines.basicmachine.extractor.tier.07.name
gregtech:gt.blockmachines:278, gt.blockmachines.basicmachine.extractor.tier.08.name
gregtech:gt.blockmachines:281, gt.blockmachines.basicmachine.extruder.tier.01.name
gregtech:gt.blockmachines:282, gt.blockmachines.basicmachine.extruder.tier.02.name
gregtech:gt.blockmachines:283, gt.blockmachines.basicmachine.extruder.tier.03.name
gregtech:gt.blockmachines:284, gt.blockmachines.basicmachine.extruder.tier.04.name
gregtech:gt.blockmachines:285, gt.blockmachines.basicmachine.extruder.tier.05.name
gregtech:gt.blockmachines:286, gt.blockmachines.basicmachine.extruder.tier.06.name
gregtech:gt.blockmachines:287, gt.blockmachines.basicmachine.extruder.tier.07.name
gregtech:gt.blockmachines:288, gt.blockmachines.basicmachine.extruder.tier.08.name
gregtech:gt.blockmachines:291, gt.blockmachines.basicmachine.lathe.tier.01.name
gregtech:gt.blockmachines:292, gt.blockmachines.basicmachine.lathe.tier.02.name
gregtech:gt.blockmachines:293, gt.blockmachines.basicmachine.lathe.tier.03.name
gregtech:gt.blockmachines:294, gt.blockmachines.basicmachine.lathe.tier.04.name
gregtech:gt.blockmachines:295, gt.blockmachines.basicmachine.lathe.tier.05.name
gregtech:gt.blockmachines:296, gt.blockmachines.basicmachine.lathe.tier.06.name
gregtech:gt.blockmachines:297, gt.blockmachines.basicmachine.lathe.tier.07.name
gregtech:gt.blockmachines:298, gt.blockmachines.basicmachine.lathe.tier.08.name
gregtech:gt.blockmachines:301, gt.blockmachines.basicmachine.macerator.tier.01.name
gregtech:gt.blockmachines:302, gt.blockmachines.basicmachine.macerator.tier.02.name
gregtech:gt.blockmachines:303, gt.blockmachines.basicmachine.macerator.tier.03.name
gregtech:gt.blockmachines:304, gt.blockmachines.basicmachine.macerator.tier.04.name
gregtech:gt.blockmachines:305, gt.blockmachines.basicmachine.macerator.tier.05.name
gregtech:gt.blockmachines:306, gt.blockmachines.basicmachine.macerator.tier.06.name
gregtech:gt.blockmachines:307, gt.blockmachines.basicmachine.macerator.tier.07.name
gregtech:gt.blockmachines:308, gt.blockmachines.basicmachine.macerator.tier.08.name
gregtech:gt.blockmachines:311, gt.blockmachines.basicmachine.microwave.tier.01.name
gregtech:gt.blockmachines:312, gt.blockmachines.basicmachine.microwave.tier.02.name
gregtech:gt.blockmachines:313, gt.blockmachines.basicmachine.microwave.tier.03.name
gregtech:gt.blockmachines:314, gt.blockmachines.basicmachine.microwave.tier.04.name
gregtech:gt.blockmachines:315, gt.blockmachines.basicmachine.microwave.tier.05.name
gregtech:gt.blockmachines:316, gt.blockmachines.basicmachine.microwave.tier.06.name
gregtech:gt.blockmachines:317, gt.blockmachines.basicmachine.microwave.tier.07.name
gregtech:gt.blockmachines:318, gt.blockmachines.basicmachine.microwave.tier.08.name
gregtech:gt.blockmachines:321, gt.blockmachines.basicmachine.printer.tier.01.name
gregtech:gt.blockmachines:322, gt.blockmachines.basicmachine.printer.tier.02.name
gregtech:gt.blockmachines:323, gt.blockmachines.basicmachine.printer.tier.03.name
gregtech:gt.blockmachines:324, gt.blockmachines.basicmachine.printer.tier.04.name
gregtech:gt.blockmachines:325, gt.blockmachines.basicmachine.printer.tier.05.name
gregtech:gt.blockmachines:326, gt.blockmachines.basicmachine.printer.tier.06.name
gregtech:gt.blockmachines:327, gt.blockmachines.basicmachine.printer.tier.07.name
gregtech:gt.blockmachines:328, gt.blockmachines.basicmachine.printer.tier.08.name
gregtech:gt.blockmachines:331, gt.blockmachines.basicmachine.recycler.tier.01.name
gregtech:gt.blockmachines:332, gt.blockmachines.basicmachine.recycler.tier.02.name
gregtech:gt.blockmachines:333, gt.blockmachines.basicmachine.recycler.tier.03.name
gregtech:gt.blockmachines:334, gt.blockmachines.basicmachine.recycler.tier.04.name
gregtech:gt.blockmachines:335, gt.blockmachines.basicmachine.recycler.tier.05.name
gregtech:gt.blockmachines:336, gt.blockmachines.basicmachine.recycler.tier.06.name
gregtech:gt.blockmachines:337, gt.blockmachines.basicmachine.recycler.tier.07.name
gregtech:gt.blockmachines:338, gt.blockmachines.basicmachine.recycler.tier.08.name
gregtech:gt.blockmachines:341, gt.blockmachines.basicmachine.scanner.tier.01.name
gregtech:gt.blockmachines:342, gt.blockmachines.basicmachine.scanner.tier.02.name
gregtech:gt.blockmachines:343, gt.blockmachines.basicmachine.scanner.tier.03.name
gregtech:gt.blockmachines:344, gt.blockmachines.basicmachine.scanner.tier.04.name
gregtech:gt.blockmachines:345, gt.blockmachines.basicmachine.scanner.tier.05.name
gregtech:gt.blockmachines:346, gt.blockmachines.basicmachine.scanner.tier.06.name
gregtech:gt.blockmachines:347, gt.blockmachines.basicmachine.scanner.tier.07.name
gregtech:gt.blockmachines:348, gt.blockmachines.basicmachine.scanner.tier.08.name
gregtech:gt.blockmachines:351, gt.blockmachines.basicmachine.wiremill.tier.01.name
gregtech:gt.blockmachines:352, gt.blockmachines.basicmachine.wiremill.tier.02.name
gregtech:gt.blockmachines:353, gt.blockmachines.basicmachine.wiremill.tier.03.name
gregtech:gt.blockmachines:354, gt.blockmachines.basicmachine.wiremill.tier.04.name
gregtech:gt.blockmachines:355, gt.blockmachines.basicmachine.wiremill.tier.05.name
gregtech:gt.blockmachines:356, gt.blockmachines.basicmachine.wiremill.tier.06.name
gregtech:gt.blockmachines:357, gt.blockmachines.basicmachine.wiremill.tier.07.name
gregtech:gt.blockmachines:358, gt.blockmachines.basicmachine.wiremill.tier.08.name
gregtech:gt.blockmachines:361, gt.blockmachines.basicmachine.centrifuge.tier.01.name
gregtech:gt.blockmachines:362, gt.blockmachines.basicmachine.centrifuge.tier.02.name
gregtech:gt.blockmachines:363, gt.blockmachines.basicmachine.centrifuge.tier.03.name
gregtech:gt.blockmachines:364, gt.blockmachines.basicmachine.centrifuge.tier.04.name
gregtech:gt.blockmachines:365, gt.blockmachines.basicmachine.centrifuge.tier.05.name
gregtech:gt.blockmachines:366, gt.blockmachines.basicmachine.centrifuge.tier.06.name
gregtech:gt.blockmachines:367, gt.blockmachines.basicmachine.centrifuge.tier.07.name
gregtech:gt.blockmachines:368, gt.blockmachines.basicmachine.centrifuge.tier.08.name
gregtech:gt.blockmachines:371, gt.blockmachines.basicmachine.electrolyzer.tier.01.name
gregtech:gt.blockmachines:372, gt.blockmachines.basicmachine.electrolyzer.tier.02.name
gregtech:gt.blockmachines:373, gt.blockmachines.basicmachine.electrolyzer.tier.03.name
gregtech:gt.blockmachines:374, gt.blockmachines.basicmachine.electrolyzer.tier.04.name
gregtech:gt.blockmachines:375, gt.blockmachines.basicmachine.electrolyzer.tier.05.name
gregtech:gt.blockmachines:376, gt.blockmachines.basicmachine.electrolyzer.tier.06.name
gregtech:gt.blockmachines:377, gt.blockmachines.basicmachine.electrolyzer.tier.07.name
gregtech:gt.blockmachines:378, gt.blockmachines.basicmachine.electrolyzer.tier.08.name
gregtech:gt.blockmachines:381, gt.blockmachines.basicmachine.thermalcentrifuge.tier.01.name
gregtech:gt.blockmachines:382, gt.blockmachines.basicmachine.thermalcentrifuge.tier.02.name
gregtech:gt.blockmachines:383, gt.blockmachines.basicmachine.thermalcentrifuge.tier.03.name
gregtech:gt.blockmachines:384, gt.blockmachines.basicmachine.thermalcentrifuge.tier.04.name
gregtech:gt.blockmachines:385, gt.blockmachines.basicmachine.thermalcentrifuge.tier.05.name
gregtech:gt.blockmachines:386, gt.blockmachines.basicmachine.thermalcentrifuge.tier.06.name
gregtech:gt.blockmachines:387, gt.blockmachines.basicmachine.thermalcentrifuge.tier.07.name
gregtech:gt.blockmachines:388, gt.blockmachines.basicmachine.thermalcentrifuge.tier.08.name
gregtech:gt.blockmachines:391, gt.blockmachines.basicmachine.orewasher.tier.01.name
gregtech:gt.blockmachines:392, gt.blockmachines.basicmachine.orewasher.tier.02.name
gregtech:gt.blockmachines:393, gt.blockmachines.basicmachine.orewasher.tier.03.name
gregtech:gt.blockmachines:394, gt.blockmachines.basicmachine.orewasher.tier.04.name
gregtech:gt.blockmachines:395, gt.blockmachines.basicmachine.orewasher.tier.05.name
gregtech:gt.blockmachines:396, gt.blockmachines.basicmachine.orewasher.tier.06.name
gregtech:gt.blockmachines:397, gt.blockmachines.basicmachine.orewasher.tier.07.name
gregtech:gt.blockmachines:398, gt.blockmachines.basicmachine.orewasher.tier.08.name
gregtech:gt.blockmachines:401, gt.blockmachines.basicmachine.boxinator.tier.01.name
gregtech:gt.blockmachines:402, gt.blockmachines.basicmachine.boxinator.tier.02.name
gregtech:gt.blockmachines:403, gt.blockmachines.basicmachine.boxinator.tier.03.name
gregtech:gt.blockmachines:404, gt.blockmachines.basicmachine.boxinator.tier.04.name
gregtech:gt.blockmachines:405, gt.blockmachines.basicmachine.boxinator.tier.05.name
gregtech:gt.blockmachines:406, gt.blockmachines.basicmachine.boxinator.tier.06.name
gregtech:gt.blockmachines:407, gt.blockmachines.basicmachine.boxinator.tier.07.name
gregtech:gt.blockmachines:408, gt.blockmachines.basicmachine.boxinator.tier.08.name
gregtech:gt.blockmachines:411, gt.blockmachines.basicmachine.unboxinator.tier.01.name
gregtech:gt.blockmachines:412, gt.blockmachines.basicmachine.unboxinator.tier.02.name
gregtech:gt.blockmachines:413, gt.blockmachines.basicmachine.unboxinator.tier.03.name
gregtech:gt.blockmachines:414, gt.blockmachines.basicmachine.unboxinator.tier.04.name
gregtech:gt.blockmachines:415, gt.blockmachines.basicmachine.unboxinator.tier.05.name
gregtech:gt.blockmachines:416, gt.blockmachines.basicmachine.unboxinator.tier.06.name
gregtech:gt.blockmachines:417, gt.blockmachines.basicmachine.unboxinator.tier.07.name
gregtech:gt.blockmachines:418, gt.blockmachines.basicmachine.unboxinator.tier.08.name
gregtech:gt.blockmachines:421, gt.blockmachines.basicmachine.chemicalreactor.tier.01.name
gregtech:gt.blockmachines:422, gt.blockmachines.basicmachine.chemicalreactor.tier.02.name
gregtech:gt.blockmachines:423, gt.blockmachines.basicmachine.chemicalreactor.tier.03.name
gregtech:gt.blockmachines:424, gt.blockmachines.basicmachine.chemicalreactor.tier.04.name
gregtech:gt.blockmachines:425, gt.blockmachines.basicmachine.chemicalreactor.tier.05.name
gregtech:gt.blockmachines:426, gt.blockmachines.basicmachine.chemicalreactor.tier.06.name
gregtech:gt.blockmachines:427, gt.blockmachines.basicmachine.chemicalreactor.tier.07.name
gregtech:gt.blockmachines:428, gt.blockmachines.basicmachine.chemicalreactor.tier.08.name
gregtech:gt.blockmachines:431, gt.blockmachines.basicmachine.fluidcanner.tier.01.name
gregtech:gt.blockmachines:432, gt.blockmachines.basicmachine.fluidcanner.tier.02.name
gregtech:gt.blockmachines:433, gt.blockmachines.basicmachine.fluidcanner.tier.03.name
gregtech:gt.blockmachines:434, gt.blockmachines.basicmachine.fluidcanner.tier.04.name
gregtech:gt.blockmachines:435, gt.blockmachines.basicmachine.fluidcanner.tier.05.name
gregtech:gt.blockmachines:436, gt.blockmachines.basicmachine.fluidcanner.tier.06.name
gregtech:gt.blockmachines:437, gt.blockmachines.basicmachine.fluidcanner.tier.07.name
gregtech:gt.blockmachines:438, gt.blockmachines.basicmachine.fluidcanner.tier.08.name
gregtech:gt.blockmachines:441, gt.blockmachines.basicmachine.rockbreaker.tier.01.name
gregtech:gt.blockmachines:442, gt.blockmachines.basicmachine.rockbreaker.tier.02.name
gregtech:gt.blockmachines:443, gt.blockmachines.basicmachine.rockbreaker.tier.03.name
gregtech:gt.blockmachines:444, gt.blockmachines.basicmachine.rockbreaker.tier.04.name
gregtech:gt.blockmachines:445, gt.blockmachines.basicmachine.rockbreaker.tier.05.name
gregtech:gt.blockmachines:446, gt.blockmachines.basicmachine.rockbreaker.tier.06.name
gregtech:gt.blockmachines:447, gt.blockmachines.basicmachine.rockbreaker.tier.07.name
gregtech:gt.blockmachines:448, gt.blockmachines.basicmachine.rockbreaker.tier.08.name
gregtech:gt.blockmachines:451, gt.blockmachines.basicmachine.disassembler.tier.01.name
gregtech:gt.blockmachines:452, gt.blockmachines.basicmachine.disassembler.tier.02.name
gregtech:gt.blockmachines:453, gt.blockmachines.basicmachine.disassembler.tier.03.name
gregtech:gt.blockmachines:454, gt.blockmachines.basicmachine.disassembler.tier.04.name
gregtech:gt.blockmachines:455, gt.blockmachines.basicmachine.disassembler.tier.05.name
gregtech:gt.blockmachines:456, gt.blockmachines.basicmachine.disassembler.tier.06.name
gregtech:gt.blockmachines:457, gt.blockmachines.basicmachine.disassembler.tier.07.name
gregtech:gt.blockmachines:458, gt.blockmachines.basicmachine.disassembler.tier.08.name
gregtech:gt.blockmachines:461, gt.blockmachines.basicmachine.massfab.tier.01.name
gregtech:gt.blockmachines:462, gt.blockmachines.basicmachine.massfab.tier.02.name
gregtech:gt.blockmachines:463, gt.blockmachines.basicmachine.massfab.tier.03.name
gregtech:gt.blockmachines:464, gt.blockmachines.basicmachine.massfab.tier.04.name
gregtech:gt.blockmachines:465, gt.blockmachines.basicmachine.massfab.tier.05.name
gregtech:gt.blockmachines:466, gt.blockmachines.basicmachine.massfab.tier.06.name
gregtech:gt.blockmachines:467, gt.blockmachines.basicmachine.massfab.tier.07.name
gregtech:gt.blockmachines:468, gt.blockmachines.basicmachine.massfab.tier.08.name
gregtech:gt.blockmachines:471, gt.blockmachines.basicmachine.amplifab.tier.01.name
gregtech:gt.blockmachines:472, gt.blockmachines.basicmachine.amplifab.tier.02.name
gregtech:gt.blockmachines:473, gt.blockmachines.basicmachine.amplifab.tier.03.name
gregtech:gt.blockmachines:474, gt.blockmachines.basicmachine.amplifab.tier.04.name
gregtech:gt.blockmachines:475, gt.blockmachines.basicmachine.amplifab.tier.05.name
gregtech:gt.blockmachines:476, gt.blockmachines.basicmachine.amplifab.tier.06.name
gregtech:gt.blockmachines:477, gt.blockmachines.basicmachine.amplifab.tier.07.name
gregtech:gt.blockmachines:478, gt.blockmachines.basicmachine.amplifab.tier.08.name
gregtech:gt.blockmachines:481, gt.blockmachines.basicmachine.replicator.tier.01.name
gregtech:gt.blockmachines:482, gt.blockmachines.basicmachine.replicator.tier.02.name
gregtech:gt.blockmachines:483, gt.blockmachines.basicmachine.replicator.tier.03.name
gregtech:gt.blockmachines:484, gt.blockmachines.basicmachine.replicator.tier.04.name
gregtech:gt.blockmachines:485, gt.blockmachines.basicmachine.replicator.tier.05.name
gregtech:gt.blockmachines:486, gt.blockmachines.basicmachine.replicator.tier.06.name
gregtech:gt.blockmachines:487, gt.blockmachines.basicmachine.replicator.tier.07.name
gregtech:gt.blockmachines:488, gt.blockmachines.basicmachine.replicator.tier.08.name
gregtech:gt.blockmachines:491, gt.blockmachines.basicmachine.brewery.tier.01.name
gregtech:gt.blockmachines:492, gt.blockmachines.basicmachine.brewery.tier.02.name
gregtech:gt.blockmachines:493, gt.blockmachines.basicmachine.brewery.tier.03.name
gregtech:gt.blockmachines:494, gt.blockmachines.basicmachine.brewery.tier.04.name
gregtech:gt.blockmachines:495, gt.blockmachines.basicmachine.brewery.tier.05.name
gregtech:gt.blockmachines:496, gt.blockmachines.basicmachine.brewery.tier.06.name
gregtech:gt.blockmachines:497, gt.blockmachines.basicmachine.brewery.tier.07.name
gregtech:gt.blockmachines:498, gt.blockmachines.basicmachine.brewery.tier.08.name
gregtech:gt.blockmachines:501, gt.blockmachines.basicmachine.fermenter.tier.01.name
gregtech:gt.blockmachines:502, gt.blockmachines.basicmachine.fermenter.tier.02.name
gregtech:gt.blockmachines:503, gt.blockmachines.basicmachine.fermenter.tier.03.name
gregtech:gt.blockmachines:504, gt.blockmachines.basicmachine.fermenter.tier.04.name
gregtech:gt.blockmachines:505, gt.blockmachines.basicmachine.fermenter.tier.05.name
gregtech:gt.blockmachines:506, gt.blockmachines.basicmachine.fermenter.tier.06.name
gregtech:gt.blockmachines:507, gt.blockmachines.basicmachine.fermenter.tier.07.name
gregtech:gt.blockmachines:508, gt.blockmachines.basicmachine.fermenter.tier.08.name
gregtech:gt.blockmachines:511, gt.blockmachines.basicmachine.fluidextractor.tier.01.name
gregtech:gt.blockmachines:512, gt.blockmachines.basicmachine.fluidextractor.tier.02.name
gregtech:gt.blockmachines:513, gt.blockmachines.basicmachine.fluidextractor.tier.03.name
gregtech:gt.blockmachines:514, gt.blockmachines.basicmachine.fluidextractor.tier.04.name
gregtech:gt.blockmachines:515, gt.blockmachines.basicmachine.fluidextractor.tier.05.name
gregtech:gt.blockmachines:516, gt.blockmachines.basicmachine.fluidextractor.tier.06.name
gregtech:gt.blockmachines:517, gt.blockmachines.basicmachine.fluidextractor.tier.07.name
gregtech:gt.blockmachines:518, gt.blockmachines.basicmachine.fluidextractor.tier.08.name
